poslist[key],positive,negative,sentiment,ambiguous,entity,negation,acceptance,anger,anticipation,disgust,fear,guilt,interest,joy,sadness,shame,surprise
roach/NN coach/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
road/NN apple/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
road/NN movie/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
road/NN to/TO Damascus/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rob/VB Peter/NNP to/TO pay/VB Paul/NNP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rob/VB the/DT cradle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robber/NN baron/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock/NN bottom/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock/VB the/DT boat/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock/VB the/DT house/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket/NN science/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket/NN scientist/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roll/VB down/IN the/DT windows/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roll/VB in/IN wealth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roll/VB out/IN the/DT red/JJ carpet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roll/VB up/RP SBJ$ sleeves/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolling/VBG stone/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome/NNP be/VB n't/RB build/VB in/IN a/DT day/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/NN cause/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/VB around/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose-colored/JJ glasses/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roses/NNS be/VB red/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rough/JJ and/CC ready/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rough/JJ around/IN the/DT edges/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rough/JJ sledding/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rough/JJ trot/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
round/NN of/IN applause/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
round/NN the/DT clock/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
round/VB the/DT bend/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rub/VB it/PRP in/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rub/VB off/RP on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rub/VB salt/NN in/IN the/DT wound/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rub/VB salt/NN into/IN SBJ$ wounds/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rub/VB SBJ the/DT wrong/JJ way/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubber-chicken/NN dinner/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruffle/NN some/DT feathers/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rule/NN of/IN thumb/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rule/VB with/IN an/DT iron/NN fist/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rumor/NN mill/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB a/DT bath/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB a/DT mile/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB afoul/NN of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB for/IN the/DT hills/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB hot/JJ and/CC cold/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB into/IN the/DT ground/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB of/IN bad/JJ luck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB on/IN empty/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB on/IN fumes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB out/IN of/IN steam/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB out/IN the/DT clock/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB rampant/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB roughshod/VBD over/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB SBJ ragged/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB scare/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB something/NN by/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB something/NN past/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB something/NN up/IN the/DT flagpole/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB the/DT gamut/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run/VB through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rush/NN hour/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian/NNP roulette/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rustle/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sack/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sacred/JJ cow/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salad/NN years/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
same/JJ difference/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
same/JJ old/JJ story/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
save/VB face/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
save/VB SBJ$ bacon/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
save/VB the/DT day/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saw/VB wood/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
say/UH goodbye/UH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
say/VB cheese/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ and/CC whose/WP$ army/NN ?/.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ be/VB root/VB for/IN SBJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ can/MD Has/NNP Cheezburger/NNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SBJ can/MD run/VB but/CC SBJ ca/MD n't/RB hide/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ is/VB never/RB too/RB old/JJ to/TO learn/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ should/MD n't/RB have/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ$ bark/NN be/VB worse/JJR than/IN SBJ$ bite/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ$ days/NNS be/VB numbered/VBN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ$ jig/NN be/VB up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBJ$ mileage/NN may/MD vary/VB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scare/NN out/IN of/IN SBJ$ wits/NNS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scare/VB the/DT bejeebers/NNS out/IN of/IN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scare/VB the/DT pants/NNS off/RB of/IN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scare/VB to/TO death/NN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
school/NN of/IN hard/JJ knocks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrape/VB the/DT bottom/NN of/IN the/DT barrel/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrape/VB through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scratch/VB SBJ$ head/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scratch/VB the/DT surface/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scream/VB bloody/JJ murder/NN,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
screw/VB it/PRP,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
screw/VB the/DT pooch/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw/VB this/DT,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
scrimp/VB and/CC save/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrounge/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sea/NN change/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second/JJ banana/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second/JJ childhood/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second/JJ fiddle/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second/JJ nature/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second/JJ string/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB a/DT man/NN about/IN a/DT dog/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB a/DT man/NN about/IN a/DT horse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB eye/NN to/TO eye/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB red/JJ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
see/VB SBJ through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB SBJ$ point/NN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
see/VB something/NN through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB the/DT forest/NN for/IN the/DT trees/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB the/DT light/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB yellow/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see/VB you/PRP later/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seize/VB the/DT day/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sell/VB a/DT bargain/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sell/VB ice/NN to/TO Eskimos/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sell/VB like/IN hot/JJ cakes/NNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sell/VB wolf/NN tickets/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sell-by/NN date/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seller/NN 's/POS market/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
send/VB away/RB for/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
send/VB SBJ packing/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
send/VB to/TO Coventry/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior/JJ note/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
separate/VB the/DT wheat/NN from/IN the/DT chaff/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequins/NNS in/IN their/PRP$ eyes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serve/VB SBJ right/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serve/VB time/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VB back/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VB for/IN life/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VB in/IN SBJ$ ways/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VB SBJ$ cap/NN at/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VB the/DT Thames/NNP on/IN fire/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VBN in/IN stone/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VBN straight/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
set/VBN to/TO work/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
settle/VB SBJ$ hash/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sex/NN machine/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sex/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shack/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shake/VB a/DT leg/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shake/VB the/DT pagoda/NN tree/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sham/NN Abram/NNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shanks/NNS '/POS mare/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shanks/NNS '/POS nag/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shanks/NNS '/POS pony/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shape/VB up/RP or/CC ship/VB out/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharp/JJ as/IN a/DT tack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharp/JJ cookie/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharp/JJ tongue/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shed/VB a/DT tear/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB down/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB 'em/PRP up/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB first/RB and/CC ask/VB questions/NNS later/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB off/RP at/IN the/DT mouth/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB SBJ in/IN the/DT foot/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB SBJ$ bolt/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB SBJ$ mouth/NN off/IN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB the/DT boots/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB the/DT breeze/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB the/DT bull/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB the/DT messenger/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB the/DT moon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot/VB through/IN like/IN a/DT Bondi/NNP tram/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shooting/NN iron/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ fuse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ hairs/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ leash/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ on/IN looks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ strokes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short/JJ temper/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shot/NN in/IN the/DT arm/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shot/NN in/IN the/DT dark/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun/NN approach/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun/NN shack/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun/NN wedding/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun/VB a/DT beer/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoulder/NN to/TO cry/VB on/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show/VB a/DT leg/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show/VB off/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show/VB SBJ$ true/JJ colors/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show/VB the/DT flag/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrinking/JJ violet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shuffle/VB off/RP this/DT mortal/JJ coil/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shut/VB SBJ$ face/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shut/VB SBJ$ mouth/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shy/JJ bairns/NNS get/VBP noot/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shy/JJ bairns/NNS get/VBP nowt/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shy/JJ bladder/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sick/JJ joke/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sick/JJ puppy/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
side/NN issue/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sigh/NN of/IN relief/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sight/NN for/IN sore/JJ eyes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sight/NN unseen/JJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sign/NN of/IN the/DT times/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sign/NN on/IN the/DT dotted/VBN line/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silly/JJ money/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver/NN bullet/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver/NN screen/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver/NN spoon/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver/NN surfer/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simmer/VB down/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing/VB along/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing/VB from/IN the/DT same/JJ hymnbook/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing/VB soprano/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sing/VB the/DT praises/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink/VB or/CC swim/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink/VB SBJ$ teeth/NNS into/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit/VB duck/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit/VB on/IN SBJ$ hands/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit/VB on/IN the/DT fence/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit/VB pretty/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sit/VB through/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
six/CD feet/NNS under/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
size/NN up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skate/VB on/IN thin/JJ ice/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skeleton/NN crew/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skimp/VB and/CC save/VB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skin/NN and/CC bones/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skinny/JJ as/IN a/DT rail/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip/VB rope/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skirt/NN chaser/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slam/NN dunk/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slanging/VBG match/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slap/NN on/IN the/DT wrist/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleep/VB at/IN the/DT switch/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleep/VB with/IN the/DT fishes/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeping/NN policeman/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleepy/JJ head/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeves/NNS from/IN SBJ$ vest/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slim/JJ chance/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slip/NN of/IN the/DT pen/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slip/NN of/IN the/DT tongue/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slip/VB SBJ$ mind/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slip/VB through/IN the/DT cracks/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slippery/JJ slope/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slippery/NN as/IN an/DT eel/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slop/NN bowl/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slow/JJ burn/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slow/VB down/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smack/UH of/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small/JJ change/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small/JJ fry/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small/JJ potatoes/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart/JJ arse/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart/JJ chance/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart/JJ phone/NN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smart/NN off/RB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smash/NN hit/NN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smear/NN campaign/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smell/NN of/IN an/DT oily/JJ rag/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smell/VB a/DT rat/NN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smell/VB the/DT barn/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoke/NN and/CC mirrors/NNS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoke/NN like/IN a/DT chimney/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoke/NN signal/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoking/NN gun/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smooth/JJ operator/NN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
snail/NN 's/POS pace/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snake/NN eyes/NNS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snake/NN in/IN the/DT grass/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snake/NN oil/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snap/VB SBJ$ head/NN off/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snappy/JJ comeback/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snazz/VB up/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sneck/NN posset/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sniff/VB out/IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snipe/NN hunt/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow/NN job/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow/NN on/IN the/DT mountaintop/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow/NN on/IN the/DT rooftop/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snowball/NN 's/POS chance/NN in/IN hell/NN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
